FREQ,Frequency,REF_AREA,Territory,DATA_TYPE_AGGR,Aggregate,VALUATION,Valuation (DESC),ADJUSTMENT,Adjustment (DESC),EDITION,Edition (DESC),TIME_PERIOD,Observation
A,Annual,ITDA,Trentino Alto Adige / Südtirol,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2017,46113.7
A,Annual,ITDA,Trentino Alto Adige / Südtirol,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2018,47564.1
A,Annual,ITDA,Trentino Alto Adige / Südtirol,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2019,48184.4
A,Annual,ITDA,Trentino Alto Adige / Südtirol,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2020,44161.2
A,Annual,ITDA,Trentino Alto Adige / Südtirol,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2021,47131.9
A,Annual,ITDA,Trentino Alto Adige / Südtirol,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2022,49942.2
A,Annual,ITDA,Trentino Alto Adige / Südtirol,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2023,50782
A,Annual,ITDA,Trentino Alto Adige / Südtirol,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2024,50636
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2010,23308.4
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2011,23851.6
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2012,24298.5
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2013,24284.7
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2014,24447.3
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2015,24925.3
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2016,25149.5
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2017,25601
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2018,26455.6
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2019,26767.6
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2020,24398.5
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2021,25988.2
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2022,27637.1
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2023,28390.7
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2024,28129.3
A,Annual,ITD2,Provincia Autonoma Trento,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2010,20015.1
A,Annual,ITD2,Provincia Autonoma Trento,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2011,20118.8
A,Annual,ITD2,Provincia Autonoma Trento,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2012,19912.8
A,Annual,ITD2,Provincia Autonoma Trento,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2013,20005.3
A,Annual,ITD2,Provincia Autonoma Trento,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2014,20013.9
A,Annual,ITD2,Provincia Autonoma Trento,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2015,19892.4
A,Annual,ITD2,Provincia Autonoma Trento,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2016,20245
A,Annual,ITD2,Provincia Autonoma Trento,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2017,20513.1
A,Annual,ITD2,Provincia Autonoma Trento,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2018,21109.3
A,Annual,ITD2,Provincia Autonoma Trento,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2019,21417.4
A,Annual,ITD2,Provincia Autonoma Trento,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2020,19762.6
A,Annual,ITD2,Provincia Autonoma Trento,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2021,21143.7
A,Annual,ITD2,Provincia Autonoma Trento,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2022,22303.7
A,Annual,ITD2,Provincia Autonoma Trento,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2023,22385.8
A,Annual,ITD2,Provincia Autonoma Trento,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2024,22505.1
A,Annual,ITD3,Veneto,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2010,163024
A,Annual,ITD3,Veneto,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2011,165858.9
A,Annual,ITD3,Veneto,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2012,160434.5
A,Annual,ITD3,Veneto,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2013,158966.4
A,Annual,ITD3,Veneto,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2014,159613
A,Annual,ITD3,Veneto,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2015,161434.9
A,Annual,ITD3,Veneto,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2016,164149.1
A,Annual,ITD3,Veneto,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2017,167558
A,Annual,ITD3,Veneto,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2018,168991.9
A,Annual,ITD3,Veneto,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2019,170186
A,Annual,ITD3,Veneto,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2020,153519.2
A,Annual,ITD3,Veneto,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2021,167907
A,Annual,ITD3,Veneto,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2022,176022.3
A,Annual,ITD3,Veneto,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2023,176910.2
A,Annual,ITD3,Veneto,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2024,176774.4
A,Annual,ITD4,Friuli-Venezia Giulia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2010,39289.9
A,Annual,ITD4,Friuli-Venezia Giulia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2011,39378.5
A,Annual,ITD4,Friuli-Venezia Giulia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2012,37523.8
A,Annual,ITD4,Friuli-Venezia Giulia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2013,37555.4
A,Annual,ITD4,Friuli-Venezia Giulia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2014,37428.6
A,Annual,ITD4,Friuli-Venezia Giulia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2015,38206.4
A,Annual,ITD4,Friuli-Venezia Giulia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2016,38053.1
A,Annual,ITD4,Friuli-Venezia Giulia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2017,38682.8
A,Annual,ITD4,Friuli-Venezia Giulia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2018,39197.5
A,Annual,ITD4,Friuli-Venezia Giulia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2019,39629.5
A,Annual,ITD4,Friuli-Venezia Giulia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2020,36404.7
A,Annual,ITD4,Friuli-Venezia Giulia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2021,39768.6
A,Annual,ITD4,Friuli-Venezia Giulia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2022,40441.2
A,Annual,ITD4,Friuli-Venezia Giulia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2023,40241.7
